1,1,1,"2020-02-20 00:00:00","Download OCMS","Get started by downloading OCMS core files. These official releases come bundled with modules and themes to give you a good starting point to help build your site.","<h2>Download the latest release from Github</h2><ul><li><a href='https://github.com/olegiv/Ocms/releases/latest' target='_blank'>Download source code</a></li><li><a href='https://github.com/olegiv/Ocms/releases' target='_blank'>Changelog</a></li><li><a href='https://github.com/olegiv/Ocms/blob/master/LICENSE.txt' target='_blank'>License</a></li></ul><h2>Download using Composer</h2><pre>$ composer create-project ocms/ocms-core</pre><h2>Previous releases</h2><p>For previous releases, visit the <a href='https://github.com/olegiv/Ocms/releases' target='_blank'>Github release page</a>.</p>","/download"
2,1,1,"2020-02-20 00:00:00","About OCMS","This is About OCMS page.","<h3>Welcome to About page!</h3>","/about"
3,1,1,"2020-02-20 00:00:00","Blogs","","<h3>Welcome to OCMS Blogs!</h3>","/blog"
